,ProductKey,ProductName,Brand,Color,UnitCostUSD,UnitPriceUSD,SubcategoryKey,Subcategory,CategoryKey,Category,Transformed_Unit_Cost
38,39,Contoso 8GB Clock & Radio MP3 Player X850 Green,Contoso,Green,99.14,299.23,101,MP4&MP3,1,Audio,4.606569206901798
39,40,Contoso 8GB Clock & Radio MP3 Player X850 Blue,Contoso,Blue,99.14,299.23,101,MP4&MP3,1,Audio,4.606569206901798
40,41,Contoso 16GB New Generation MP5 Player M1650 Silver,Contoso,Silver,106.69,232.0,101,MP4&MP3,1,Audio,4.679256729340789
41,42,Contoso 16GB New Generation MP5 Player M1650 White,Contoso,White,106.69,232.0,101,MP4&MP3,1,Audio,4.679256729340789
42,43,Contoso 16GB New Generation MP5 Player M1650 Black,Contoso,Black,106.69,232.0,101,MP4&MP3,1,Audio,4.679256729340789
43,44,Contoso 16GB New Generation MP5 Player M1650 blue,Contoso,Blue,106.69,232.0,101,MP4&MP3,1,Audio,4.679256729340789
44,45,Contoso 16GB New Generation MP5 Player M1650 Pink,Contoso,Pink,106.69,232.0,101,MP4&MP3,1,Audio,4.679256729340789
45,46,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,White,76.45,149.95,104,Recording Pen,1,Audio,4.349632566862877
46,47,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Black,76.45,149.95,104,Recording Pen,1,Audio,4.349632566862877
47,48,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Silver,76.45,149.95,104,Recording Pen,1,Audio,4.349632566862877
48,49,WWI 2GB Pulse Smart pen M100 White,Wide World Importers,White,91.95,199.95,104,Recording Pen,1,Audio,4.532061714167453
49,50,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.95,199.95,104,Recording Pen,1,Audio,4.532061714167453
50,51,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,4.532061714167453
51,52,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Silver,91.95,199.95,104,Recording Pen,1,Audio,4.532061714167453
52,53,WWI 4GB Video Recording Pen X200 Black,Wide World Importers,Black,98.07,296.0,104,Recording Pen,1,Audio,4.5958266709849385
53,54,WWI 4GB Video Recording Pen X200 Red,Wide World Importers,Red,98.07,296.0,104,Recording Pen,1,Audio,4.5958266709849385
54,55,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Pink,98.07,296.0,104,Recording Pen,1,Audio,4.5958266709849385
55,56,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,98.07,296.0,104,Recording Pen,1,Audio,4.5958266709849385
56,57,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,4.388629785807454
57,58,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,156.0,104,Recording Pen,1,Audio,4.388629785807454
58,59,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Pink,79.53,156.0,104,Recording Pen,1,Audio,4.388629785807454
59,60,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,White,79.53,156.0,104,Recording Pen,1,Audio,4.388629785807454
60,61,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,83.24,181.0,104,Recording Pen,1,Audio,4.43366986782572
61,62,WWI 2GB Spy Video Recorder Pen M300 White,Wide World Importers,White,83.24,181.0,104,Recording Pen,1,Audio,4.43366986782572
62,63,WWI 2GB Spy Video Recorder Pen M300 Blue,Wide World Importers,Blue,83.24,181.0,104,Recording Pen,1,Audio,4.43366986782572
63,64,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Silver,83.24,181.0,104,Recording Pen,1,Audio,4.43366986782572
64,65,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Purple,83.24,181.0,104,Recording Pen,1,Audio,4.43366986782572
65,66,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Blue,13.1,25.69,106,Bluetooth Headphones,1,Audio,2.6461747973841225
66,67,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Black,13.1,25.69,106,Bluetooth Headphones,1,Audio,2.6461747973841225
67,68,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,2.6461747973841225
68,69,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Pink,13.1,25.69,106,Bluetooth Headphones,1,Audio,2.6461747973841225
69,70,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,22.05,47.95,106,Bluetooth Headphones,1,Audio,3.1376657694426577
70,71,NT Wireless Bluetooth Stereo Headphones E102 Black,Northwind Traders,Black,22.05,47.95,106,Bluetooth Headphones,1,Audio,3.1376657694426577
71,72,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Blue,22.05,47.95,106,Bluetooth Headphones,1,Audio,3.1376657694426577
72,73,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,White,22.05,47.95,106,Bluetooth Headphones,1,Audio,3.1376657694426577
73,74,NT Bluetooth Active Headphones E202 Black,Northwind Traders,Black,17.45,37.95,106,Bluetooth Headphones,1,Audio,2.915064370486536
74,75,NT Bluetooth Active Headphones E202 White,Northwind Traders,White,17.45,37.95,106,Bluetooth Headphones,1,Audio,2.915064370486536
75,76,NT Bluetooth Active Headphones E202 Red,Northwind Traders,Red,17.45,37.95,106,Bluetooth Headphones,1,Audio,2.915064370486536
76,77,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Silver,17.45,37.95,106,Bluetooth Headphones,1,Audio,2.915064370486536
77,78,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2.9780773383152703
78,79,NT Wireless Bluetooth Stereo Headphones E302 White,Northwind Traders,White,18.65,40.55,106,Bluetooth Headphones,1,Audio,2.9780773383152703
79,80,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,18.65,40.55,106,Bluetooth Headphones,1,Audio,2.9780773383152703
80,81,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Black,18.65,40.55,106,Bluetooth Headphones,1,Audio,2.9780773383152703
81,82,NT Wireless Bluetooth Stereo Headphones E302 Pink,Northwind Traders,Pink,18.65,40.55,106,Bluetooth Headphones,1,Audio,2.9780773383152703
82,83,NT Wireless Bluetooth Stereo Headphones M402 Silver,Northwind Traders,Silver,45.98,99.99,106,Bluetooth Headphones,1,Audio,3.849721979230767
83,84,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Red,45.98,99.99,106,Bluetooth Headphones,1,Audio,3.849721979230767
84,85,NT Wireless Bluetooth Stereo Headphones M402 Green,Northwind Traders,Green,45.98,99.99,106,Bluetooth Headphones,1,Audio,3.849721979230767
85,86,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Black,45.98,99.99,106,Bluetooth Headphones,1,Audio,3.849721979230767
86,87,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Purple,45.98,99.99,106,Bluetooth Headphones,1,Audio,3.849721979230767
87,88,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Black,49.69,149.99,106,Bluetooth Headphones,1,Audio,3.925728652484258
88,89,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio,3.925728652484258
89,90,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Silver,49.69,149.99,106,Bluetooth Headphones,1,Audio,3.925728652484258
90,91,NT Wireless Transmitter and Bluetooth Headphones M150 Green,Northwind Traders,Green,49.69,149.99,106,Bluetooth Headphones,1,Audio,3.925728652484258
91,92,NT Wireless Transmitter and Bluetooth Headphones M150 Red,Northwind Traders,Red,49.69,149.99,106,Bluetooth Headphones,1,Audio,3.925728652484258
92,93,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,106,Bluetooth Headphones,1,Audio,3.5655812377694427
93,94,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Black,34.36,67.4,106,Bluetooth Headphones,1,Audio,3.5655812377694427
94,95,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Silver,34.36,67.4,106,Bluetooth Headphones,1,Audio,3.5655812377694427
95,96,WWI Stereo Bluetooth Headphones E1000 White,Wide World Importers,White,34.36,67.4,106,Bluetooth Headphones,1,Audio,3.5655812377694427
96,97,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,67.4,106,Bluetooth Headphones,1,Audio,3.5655812377694427
97,98,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Wide World Importers,Silver,55.18,120.0,106,Bluetooth Headphones,1,Audio,4.0285608216760975
98,99,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Black,55.18,120.0,106,Bluetooth Headphones,1,Audio,4.0285608216760975
99,100,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,White,55.18,120.0,106,Bluetooth Headphones,1,Audio,4.0285608216760975
100,101,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Pink,55.18,120.0,106,Bluetooth Headphones,1,Audio,4.0285608216760975
101,102,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,52.88,115.0,106,Bluetooth Headphones,1,Audio,3.986759351542163
102,103,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115.0,106,Bluetooth Headphones,1,Audio,3.986759351542163
103,104,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.88,115.0,106,Bluetooth Headphones,1,Audio,3.986759351542163
104,105,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115.0,106,Bluetooth Headphones,1,Audio,3.986759351542163
105,106,WWI Stereo Bluetooth Headphones New Generation M370 Black,Wide World Importers,Black,61.16,132.99,106,Bluetooth Headphones,1,Audio,4.129711706059392
106,107,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,4.129711706059392
107,108,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Wide World Importers,Yellow,61.16,132.99,106,Bluetooth Headphones,1,Audio,4.129711706059392
108,109,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Orange,61.16,132.99,106,Bluetooth Headphones,1,Audio,4.129711706059392
109,110,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Blue,61.16,132.99,106,Bluetooth Headphones,1,Audio,4.129711706059392
110,111,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,106,Bluetooth Headphones,1,Audio,4.428790938649766
111,112,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Blue,82.83,249.99,106,Bluetooth Headphones,1,Audio,4.428790938649766
112,113,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,82.83,249.99,106,Bluetooth Headphones,1,Audio,4.428790938649766
113,114,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Red,82.83,249.99,106,Bluetooth Headphones,1,Audio,4.428790938649766
114,115,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Silver,82.83,249.99,106,Bluetooth Headphones,1,Audio,4.428790938649766
115,116,"Adventure Works 20"" CRT TV E15 Silver",Adventure Works,Silver,86.67,169.99,201,Televisions,2,TV and Video,4.473579765600494
116,117,"Adventure Works 20"" CRT TV E15 Black",Adventure Works,Black,86.67,169.99,201,Televisions,2,TV and Video,4.473579765600494
117,118,"Adventure Works 20"" CRT TV E15 White",Adventure Works,White,86.67,169.99,201,Televisions,2,TV and Video,4.473579765600494
118,119,"Adventure Works 13"" Color TV E25 Silver",Adventure Works,Silver,61.17,119.99,201,Televisions,2,TV and Video,4.129872568281246
119,120,"Adventure Works 13"" Color TV E25 Black",Adventure Works,Black,61.17,119.99,201,Televisions,2,TV and Video,4.129872568281246
120,121,"Adventure Works 13"" Color TV E25 White",Adventure Works,White,61.17,119.99,201,Televisions,2,TV and Video,4.129872568281246
121,122,"Adventure Works 19"" Portable LCD HDTV M110 Silver",Adventure Works,Silver,128.76,279.99,201,Televisions,2,TV and Video,4.865686590367103
122,123,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Black,128.76,279.99,201,Televisions,2,TV and Video,4.865686590367103
123,124,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,White,128.76,279.99,201,Televisions,2,TV and Video,4.865686590367103
124,125,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Silver,73.11,143.4,201,Televisions,2,TV and Video,4.305550475963267
125,126,"Adventure Works 19"" Color Digital TV E35 Black",Adventure Works,Black,73.11,143.4,201,Televisions,2,TV and Video,4.305550475963267
126,127,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,White,73.11,143.4,201,Televisions,2,TV and Video,4.305550475963267
127,128,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,73.11,143.4,201,Televisions,2,TV and Video,4.305550475963267
128,129,"Adventure Works 20"" Analog CRT TV E45 Silver",Adventure Works,Silver,101.97,200.0,201,Televisions,2,TV and Video,4.63443768366866
129,130,"Adventure Works 20"" Analog CRT TV E45 Black",Adventure Works,Black,101.97,200.0,201,Televisions,2,TV and Video,4.63443768366866
130,131,"Adventure Works 20"" Analog CRT TV E45 White",Adventure Works,White,101.97,200.0,201,Televisions,2,TV and Video,4.63443768366866
131,132,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Brown,101.97,200.0,201,Televisions,2,TV and Video,4.63443768366866
132,133,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Silver,160.93,349.95,201,Televisions,2,TV and Video,5.08716414308538
133,134,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Black,160.93,349.95,201,Televisions,2,TV and Video,5.08716414308538
134,135,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,White,160.93,349.95,201,Televisions,2,TV and Video,5.08716414308538
135,136,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Brown,160.93,349.95,201,Televisions,2,TV and Video,5.08716414308538
136,137,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Silver,229.93,499.99,201,Televisions,2,TV and Video,5.4421146342958036
137,138,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,229.93,499.99,201,Televisions,2,TV and Video,5.4421146342958036
138,139,"Adventure Works 32"" LCD HDTV M130 White",Adventure Works,White,229.93,499.99,201,Televisions,2,TV and Video,5.4421146342958036
139,140,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Brown,229.93,499.99,201,Televisions,2,TV and Video,5.4421146342958036
140,141,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Silver,152.94,299.99,201,Televisions,2,TV and Video,5.036562916106171
141,142,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Black,152.94,299.99,201,Televisions,2,TV and Video,5.036562916106171
142,143,"Adventure Works 15.6"" LCD TV M130W White",Adventure Works,White,152.94,299.99,201,Televisions,2,TV and Video,5.036562916106171
143,144,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Brown,152.94,299.99,201,Televisions,2,TV and Video,5.036562916106171
144,145,"Adventure Works 52"" LCD HDTV X590 Silver",Adventure Works,Silver,960.82,2899.99,201,Televisions,2,TV and Video,6.868827322971302
145,146,"Adventure Works 52"" LCD HDTV X590 Black",Adventure Works,Black,960.82,2899.99,201,Televisions,2,TV and Video,6.868827322971302
146,147,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,White,960.82,2899.99,201,Televisions,2,TV and Video,6.868827322971302
147,148,"Adventure Works 52"" LCD HDTV X590 Brown",Adventure Works,Brown,960.82,2899.99,201,Televisions,2,TV and Video,6.868827322971302
148,149,"Adventure Works 40"" LCD HDTV M690 Silver",Adventure Works,Silver,392.6,1184.97,201,Televisions,2,TV and Video,5.975335165178098
149,150,"Adventure Works 40"" LCD HDTV M690 Black",Adventure Works,Black,392.6,1184.97,201,Televisions,2,TV and Video,5.975335165178098
150,151,"Adventure Works 40"" LCD HDTV M690 White",Adventure Works,White,392.6,1184.97,201,Televisions,2,TV and Video,5.975335165178098
151,152,"Adventure Works 40"" LCD HDTV M690 Brown",Adventure Works,Brown,392.6,1184.97,201,Televisions,2,TV and Video,5.975335165178098
152,153,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Silver,216.12,469.97,201,Televisions,2,TV and Video,5.380450196086559
153,154,"Adventure Works 26"" 720p LCD HDTV M140 Black",Adventure Works,Black,216.12,469.97,201,Televisions,2,TV and Video,5.380450196086559
154,155,"Adventure Works 26"" 720p LCD HDTV M140 White",Adventure Works,White,216.12,469.97,201,Televisions,2,TV and Video,5.380450196086559
155,156,"Adventure Works 26"" 720p LCD HDTV M140 Brown",Adventure Works,Brown,216.12,469.97,201,Televisions,2,TV and Video,5.380450196086559
156,157,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",Adventure Works,Silver,505.85,1099.99,201,Televisions,2,TV and Video,6.228215101828408
157,158,"Adventure Works 37"" 1080p LCD HDTV M150W Black",Adventure Works,Black,505.85,1099.99,201,Televisions,2,TV and Video,6.228215101828408
158,159,"Adventure Works 37"" 1080p LCD HDTV M150W White",Adventure Works,White,505.85,1099.99,201,Televisions,2,TV and Video,6.228215101828408
159,160,"Adventure Works 37"" 1080p LCD HDTV M150W Brown",Adventure Works,Brown,505.85,1099.99,201,Televisions,2,TV and Video,6.228215101828408
160,161,"Adventure Works 52"" LCD HDTV X790W Silver",Adventure Works,Silver,527.53,1592.2,201,Televisions,2,TV and Video,6.270099568126878
161,162,"Adventure Works 52"" LCD HDTV X790W Black",Adventure Works,Black,527.53,1592.2,201,Televisions,2,TV and Video,6.270099568126878
162,163,"Adventure Works 52"" LCD HDTV X790W White",Adventure Works,White,527.53,1592.2,201,Televisions,2,TV and Video,6.270099568126878
163,164,"Adventure Works 52"" LCD HDTV X790W Brown",Adventure Works,Brown,527.53,1592.2,201,Televisions,2,TV and Video,6.270099568126878
164,165,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Black,389.26,763.51,201,Televisions,2,TV and Video,5.9668131836668525
165,166,SV 16xDVD M300 Black,Southridge Video,Black,54.72,119.0,202,VCD & DVD,2,TV and Video,4.020339148911605
166,167,SV 8xDVD E100 Black,Southridge Video,Black,35.18,69.0,202,VCD & DVD,2,TV and Video,3.588506479967149
167,168,SV 16xDVD M310 Black,Southridge Video,Black,59.32,129.0,202,VCD & DVD,2,TV and Video,4.099663723699701
168,169,SV 16xDVD M320 Black,Southridge Video,Black,54.72,119.0,202,VCD & DVD,2,TV and Video,4.020339148911605
169,170,SV 16xDVD M330 Black,Southridge Video,Black,50.13,109.0,202,VCD & DVD,2,TV and Video,3.934371409091908
170,171,SV 16xDVD E340 Black,Southridge Video,Black,45.53,99.0,202,VCD & DVD,2,TV and Video,3.8400972658565573
171,172,SV 22xDVD X680 Black,Southridge Video,Black,55.99,169.0,202,VCD & DVD,2,TV and Video,4.0428758138469085
172,173,SV 8xDVD E120 Black,Southridge Video,Black,45.83,89.9,202,VCD & DVD,2,TV and Video,3.8465240231954505
173,174,SV 22xDVD M600 Black,Southridge Video,Black,43.04,129.9,202,VCD & DVD,2,TV and Video,3.785098311854479
174,175,SV 16xDVD M350 Black,Southridge Video,Black,53.76,116.9,202,VCD & DVD,2,TV and Video,4.002960000420248
175,176,SV 16xDVD M360 Black,Southridge Video,Black,58.36,126.9,202,VCD & DVD,2,TV and Video,4.083620598859125
176,177,SV 8xDVD E130 Black,Southridge Video,Black,29.01,56.9,202,VCD & DVD,2,TV and Video,3.4015306594522756
177,178,SV 8xDVD E140 Black,Southridge Video,Black,33.65,66.0,202,VCD & DVD,2,TV and Video,3.5452977256359124
178,179,SV 16xDVD M300 Silver,Southridge Video,Silver,54.72,119.0,202,VCD & DVD,2,TV and Video,4.020339148911605
179,180,SV 8xDVD E100 Silver,Southridge Video,Silver,35.18,69.0,202,VCD & DVD,2,TV and Video,3.588506479967149
180,181,SV 16xDVD M310 Silver,Southridge Video,Silver,59.32,129.0,202,VCD & DVD,2,TV and Video,4.099663723699701
181,182,SV 16xDVD M320 Silver,Southridge Video,Silver,54.72,119.0,202,VCD & DVD,2,TV and Video,4.020339148911605
182,183,SV 16xDVD M330 Silver,Southridge Video,Silver,50.13,109.0,202,VCD & DVD,2,TV and Video,3.934371409091908
183,184,SV 16xDVD E340 Silver,Southridge Video,Silver,45.53,99.0,202,VCD & DVD,2,TV and Video,3.8400972658565573
184,185,SV 22xDVD X680 Silver,Southridge Video,Silver,55.99,169.0,202,VCD & DVD,2,TV and Video,4.0428758138469085
185,186,SV 8xDVD E120 Silver,Southridge Video,Silver,45.83,89.9,202,VCD & DVD,2,TV and Video,3.8465240231954505
186,187,SV 22xDVD M600 Silver,Southridge Video,Silver,43.04,129.9,202,VCD & DVD,2,TV and Video,3.785098311854479
187,188,SV 16xDVD M350 Silver,Southridge Video,Silver,53.76,116.9,202,VCD & DVD,2,TV and Video,4.002960000420248
188,189,SV 16xDVD M360 Silver,Southridge Video,Silver,58.36,126.9,202,VCD & DVD,2,TV and Video,4.083620598859125
189,190,SV 8xDVD E130 Silver,Southridge Video,Silver,29.01,56.9,202,VCD & DVD,2,TV and Video,3.4015306594522756
190,191,SV 8xDVD E140 Silver,Southridge Video,Silver,33.65,66.0,202,VCD & DVD,2,TV and Video,3.5452977256359124
191,192,Litware Home Theater System 4.1 Channel M410 Black,Litware,Black,275.46,599.0,203,Home Theater System,2,TV and Video,5.622066145036211
192,193,Litware Home Theater System 5.1 Channel M511 Black,Litware,Black,321.44,699.0,203,Home Theater System,2,TV and Video,5.7759170724154005
193,194,Litware Home Theater System 2.1 Channel E210 Black,Litware,Black,152.44,299.0,203,Home Theater System,2,TV and Video,5.033309611135128
194,195,Litware Home Theater System 5.1 Channel M510 Black,Litware,Black,293.85,639.0,203,Home Theater System,2,TV and Video,5.686466752446513
195,196,Litware Home Theater System 2.1 Channel E211 Black,Litware,Black,137.6,269.9,203,Home Theater System,2,TV and Video,4.931592086755803
